game_id,move_number,true_move,best_move,pred_move,pred_equals_true,pred_equals_best,true_equals_best,true_positive,false_positive,false_negative
0,1,d7d5,d7d5,e7e5,False,False,True,False,False,False
0,2,d2d4,c2c4,f3g5,False,False,False,False,False,False
0,3,e7e6,e7e6,f6g4,False,False,True,False,False,False
0,4,d2d4,d2d4,f1b5,False,False,True,False,False,False
0,5,c7c5,f8g7,f6g4,False,False,False,False,False,False
0,6,d3d4,d3d4,f3g5,False,False,True,False,False,False
0,7,c7c5,c7c5,f6g4,False,False,True,False,False,False
0,8,c2c4,c2c4,f3g5,False,False,True,False,False,False
0,9,e7e5,e7e5,f6e4,False,False,True,False,False,False
0,10,e3e4,e1g1,e1d2,False,False,False,False,False,False
0,11,h7h6,h7h6,f6e4,False,False,True,False,False,False
0,12,a2a3,e3e4,b2b3,False,False,False,False,False,False
0,13,h7h6,a7a5,f6e4,False,False,False,False,False,False
0,14,e3e4,e3e4,c3b5,False,False,True,False,False,False
0,15,b7b6,h7h6,f6e4,False,False,False,False,False,False
0,16,d1c1,f1e1,b2b4,False,False,False,False,False,False
0,17,a7a5,d6d5,f6e4,False,False,False,False,False,False
0,18,c3a4,c3a4,d2e3,False,False,True,False,False,False
0,19,b6d8,b6d8,b6b5,False,False,True,False,False,False
0,20,c2c4,c2c4,a4c3,False,False,True,False,False,False
0,21,d6d5,d6d5,f6e4,False,False,True,False,False,False
0,22,d1b3,h2h3,d2e1,False,False,False,False,False,False
0,23,b8a6,b8a6,f6e4,False,False,True,False,False,False
0,24,c4b5,c4b5,c4b5,True,True,True,True,False,False
0,25,c6b5,c6b5,c6b5,True,True,True,True,False,False
0,26,a2a4,a2a4,a1b1,False,False,True,False,False,False
0,27,c7b7,b8c6,f6e4,False,False,False,False,False,False
0,28,d3d4,d3d4,c1c2,False,False,True,False,False,False
0,29,b8c6,b8c6,f6e4,False,False,True,False,False,False
0,30,b3b1,b3b1,b3d1,False,False,True,False,False,False
0,31,b8c6,b8c6,e6a2,False,False,True,False,False,False
0,32,e2d1,e2d1,a2a3,False,False,True,False,False,False
0,33,c6d4,c6d4,c6b4,False,False,True,False,False,False
0,34,b4a5,b4a5,b4a5,True,True,True,True,False,False
0,35,a5b4,a5b4,a5b4,True,True,True,True,False,False
0,36,a3b4,a3b4,a3b4,True,True,True,True,False,False
0,37,c6d4,c6d4,c6b4,False,False,True,False,False,False
0,38,c2c1,c2c1,f3d4,False,False,True,False,False,False
0,39,d6d5,d6d5,d4f3,False,False,True,False,False,False
0,40,c3e2,c3e2,c3e2,True,True,True,True,False,False
0,41,d6d5,d6d5,f6e4,False,False,True,False,False,False
0,42,b2b1,b2b1,b2b1,True,True,True,True,False,False
0,43,a2a3,h7h6,f6e4,False,False,False,False,False,False
0,44,e2c3,f1e1,c1e1,False,False,False,False,False,False
0,45,a2a3,a2a3,a2d2,False,False,True,False,False,False
0,46,f3g5,f3g5,d2e1,False,False,True,False,False,False
0,47,e5d4,e5d4,f6e4,False,False,True,False,False,False
0,48,f3d4,f3d4,f3d4,True,True,True,True,False,False
0,49,e6c4,e6c4,f6e4,False,False,True,False,False,False
0,50,c3a2,c3a2,c3a2,True,True,True,True,False,False
0,51,a2c4,a2c4,f6e4,False,False,True,False,False,False
0,52,f1e1,f1e1,f1e1,True,True,True,True,False,False
0,53,f6g4,f6g4,f6e4,False,False,True,False,False,False
0,54,e1e4,e1e4,c3e4,False,False,True,False,False,False
0,55,a7a2,a7a2,g7d4,False,False,True,False,False,False
0,56,d2c3,d2c3,e4d6,False,False,True,False,False,False
0,57,b7b6,b7b6,d4f2,False,False,True,False,False,False
0,58,d6c4,d6c4,d2f4,False,False,True,False,False,False
0,59,b5c4,b5c4,d5c4,False,False,True,False,False,False
0,60,c2c4,c2c4,e1f1,False,False,True,False,False,False
0,61,d4f2,d4f2,d5c4,False,False,True,False,False,False
0,62,c1c4,c1c4,c1c4,True,True,True,True,False,False
0,63,a7d7,d4b6,d4f2,False,False,False,False,False,False
0,64,c4c2,d2h6,d2h6,False,True,False,False,False,True
0,65,f7f6,f7f6,d4f2,False,False,True,False,False,False
0,66,c4c8,c4c8,c4c8,True,True,True,True,False,False
0,67,f7f6,f7f6,d4b6,False,False,True,False,False,False
0,68,c4c8,c4c8,c4c8,True,True,True,True,False,False
0,69,d7d8,d7d8,d7d8,True,True,True,True,False,False
0,70,c8d8,c8d8,c8d8,True,True,True,True,False,False
1,1,c7c5,e7e5,g8f6,False,False,False,False,False,False
1,2,g1f3,g1f3,d1h5,False,False,True,False,False,False
1,3,b8c6,b8c6,d8f6,False,False,True,False,False,False
1,4,d2d4,f3e5,f3e5,False,True,False,False,False,True
1,5,f6e4,f6e4,e5d4,False,False,True,False,False,False
1,6,d4e5,d4e5,d4e5,True,True,True,True,False,False
1,7,f6e4,f6e4,d6e5,False,False,True,False,False,False
1,8,d1d8,d1d8,b1d2,False,False,True,False,False,False
1,9,e8d8,e8d8,e8d8,True,True,True,True,False,False
1,10,f3e5,f3e5,f3e5,True,True,True,True,False,False
1,11,c8e6,c8e6,f6e4,False,False,True,False,False,False
1,12,e5f7,e5f7,e5f7,True,True,True,True,False,False
1,13,d8e8,d8e8,d8d7,False,False,True,False,False,False
1,14,f7h8,f7h8,f7h8,True,True,True,True,False,False
1,15,b8c6,b8c6,f6e4,False,False,True,False,False,False
1,16,c1d2,c1d2,e1d1,False,False,True,False,False,False
1,17,b8c6,b4c5,b4d2,False,False,False,False,False,False
1,18,e4d5,e4d5,e4d5,True,True,True,True,False,False
1,19,b4c5,b4c5,b4d2,False,False,True,False,False,False
1,20,f1d3,f1d3,f1b5,False,False,True,False,False,False
1,21,b8d7,b8d7,d6h2,False,False,True,False,False,False
1,22,d3h7,d3h7,d3h7,True,True,True,True,False,False
1,23,b8d7,b8d7,d6h2,False,False,True,False,False,False
1,24,e1g1,e1g1,f2f4,False,False,True,False,False,False
1,25,e8f8,e8f8,e8d7,False,False,True,False,False,False
1,26,b1c3,d2g5,f2f3,False,False,False,False,False,False
1,27,d8e7,d8e7,d8e7,True,True,True,True,False,False
1,28,b1c3,b1c3,f2f3,False,False,True,False,False,False
1,29,e7f8,e7f8,e7f8,True,True,True,True,False,False
1,30,f7e5,f7e5,f2f3,False,False,True,False,False,False
1,31,d7d6,d7d6,d7d6,True,True,True,True,False,False
1,32,e5d3,e5d3,f2f4,False,False,True,False,False,False
1,33,d6d5,d6d5,d6d5,True,True,True,True,False,False
1,34,b1c3,b1c3,f2f3,False,False,True,False,False,False
1,35,c5d4,c5e7,c5f2,False,False,False,False,False,False
1,36,e1c1,a1d1,f2f4,False,False,False,False,False,False
1,37,d7e8,d7e8,d7c7,False,False,True,False,False,False
1,38,d5d6,d5d6,f5c8,False,False,True,False,False,False
1,39,c5d6,c5d6,c5d6,True,True,True,True,False,False
1,40,f5c8,f5c8,f5c8,True,True,True,True,False,False
1,41,c8f5,c8f5,c7d6,False,False,True,False,False,False
1,42,e1c1,e1c1,f5c8,False,False,True,False,False,False
1,43,d6c7,d6c7,d6c7,True,True,True,True,False,False
1,44,c8g4,c8g4,c8g4,True,True,True,True,False,False
1,45,b8d7,b8d7,b7b6,False,False,True,False,False,False
1,46,e1c1,e1c1,e1c1,True,True,True,True,False,False
1,47,c7b6,c7b6,b7b5,False,False,True,False,False,False
1,48,g5d8,g5d8,g5d8,True,True,True,True,False,False
2,1,d7d5,d7d5,e7e5,False,False,True,False,False,False
2,2,d2d4,d2d4,f3g5,False,False,True,False,False,False
2,3,d5d4,d5d4,c8g4,False,False,True,False,False,False
2,4,c3e4,c3e4,c3b5,False,False,True,False,False,False
2,5,d4c3,d4c3,d4c3,True,True,True,True,False,False
2,6,b2c3,b2c3,b2c3,True,True,True,True,False,False
2,7,e7e6,f7f5,d8d5,False,False,False,False,False,False
2,8,e2e4,e2e4,f3d4,False,False,True,False,False,False
2,9,b8c6,c7c5,c8g4,False,False,False,False,False,False
2,10,a1b1,a1b1,d1d2,False,False,True,False,False,False
2,11,c7c6,c7c6,g4f3,False,False,True,False,False,False
2,12,a1b1,a1b1,f3d4,False,False,True,False,False,False
2,13,b8c6,c7c6,g4f3,False,False,False,False,False,False
2,14,a1b1,h2h3,h1f1,False,False,False,False,False,False
2,15,b8c6,b8c6,g4f3,False,False,True,False,False,False
2,16,d3d4,d3d4,h1f1,False,False,True,False,False,False
2,17,b8c6,e8g8,g4f3,False,False,False,False,False,False
2,18,g1h1,g1h1,d2e1,False,False,True,False,False,False
2,19,f6e4,f6e4,g4f3,False,False,True,False,False,False
2,20,d4e5,d4e5,d2g5,False,False,True,False,False,False
2,21,e4d2,e4d2,e4d2,True,True,True,True,False,False
2,22,d1d2,d1d2,d1d2,True,True,True,True,False,False
2,23,g4f3,g4f3,g4f3,True,True,True,True,False,False
2,24,g2f3,d4e5,g2f3,True,False,False,False,True,False
2,25,f3e2,f3e2,f3e2,True,True,True,True,False,False
2,26,d2e2,d2e2,d2e2,True,True,True,True,False,False
2,27,e5d4,b8d7,e5d4,True,False,False,False,True,False
2,28,d4e5,d4e5,d4e5,True,True,True,True,False,False
2,29,b8c6,b8d7,e5d4,False,False,False,False,False,False
2,30,g2g3,g2g3,c3d4,False,False,True,False,False,False
2,31,h4h2,h4h2,h4h2,True,True,True,True,False,False
2,32,g1f1,g1f1,g1f1,True,True,True,True,False,False
2,33,h2h1,h2h1,h2h1,True,True,True,True,False,False
3,1,e7e5,c7c5,g8f6,False,False,False,False,False,False
3,2,g1f3,g1f3,d1h5,False,False,True,False,False,False
3,3,b8c6,g8f6,d8h4,False,False,False,False,False,False
3,4,g1f3,g1f3,c1g5,False,False,True,False,False,False
3,5,b8c6,b8c6,f6e4,False,False,True,False,False,False
3,6,e4d5,e4d5,f3e5,False,False,True,False,False,False
3,7,d8d5,d8d5,d8d5,True,True,True,True,False,False
3,8,b1c3,b1c3,d1d2,False,False,True,False,False,False
3,9,d5d6,d5d6,d5c6,False,False,True,False,False,False
3,10,b1c3,f1e2,d1a4,False,False,False,False,False,False
3,11,f6g4,f6g4,c8g4,False,False,True,False,False,False
3,12,c4c5,c4c5,d1a4,False,False,True,False,False,False
3,13,b8c6,b8c6,e6c4,False,False,True,False,False,False
3,14,e1g1,b1c3,d1d2,False,False,False,False,False,False
3,15,f8e7,f6g4,e6c4,False,False,False,False,False,False
3,16,b1c3,b1c3,f3d2,False,False,True,False,False,False
3,17,a7a6,c6d4,e6c4,False,False,False,False,False,False
3,18,c3b5,c4c5,c3a4,False,False,False,False,False,False
3,19,d6e7,d6e7,e6c4,False,False,True,False,False,False
3,20,c3b5,c3b5,c4c5,False,False,True,False,False,False
3,21,g4e3,g4e3,g4e3,True,True,True,True,False,False
3,22,c3b5,f1d1,h3h4,False,False,False,False,False,False
3,23,e5e4,e5e4,d6b4,False,False,True,False,False,False
3,24,c4c5,c4c5,f3h2,False,False,True,False,False,False
3,25,e4f3,e4f3,e4f3,True,True,True,True,False,False
3,26,b4b5,b4b5,f3h2,False,False,True,False,False,False
3,27,e4f3,e4f3,e4f3,True,True,True,True,False,False
3,28,c3e4,f1b1,f3h4,False,False,False,False,False,False
3,29,e4f3,e4f3,b4b1,False,False,True,False,False,False
3,30,d2b2,d3e4,f3h2,False,False,False,False,False,False
3,31,d6e6,d6e6,e4f3,False,False,True,False,False,False
3,32,c3b5,c3b5,f3h2,False,False,True,False,False,False
3,33,d6c6,d6e6,e4f3,False,False,False,False,False,False
3,34,c3b5,c3b5,b3b4,False,False,True,False,False,False
3,35,e4f3,e4f3,e4f3,True,True,True,True,False,False
3,36,e3c5,b4e4,b4b5,False,False,False,False,False,False
3,37,e4d3,e4d3,e4f3,False,False,True,False,False,False
3,38,c3e4,c3e4,b4b5,False,False,True,False,False,False
3,39,e4f3,e4f3,e4f3,True,True,True,True,False,False
3,40,e2d1,e2d1,e2d1,True,True,True,True,False,False
3,41,d8d3,d8d3,d8d3,True,True,True,True,False,False
3,42,b4b5,b4b5,g1g2,False,False,True,False,False,False
3,43,c5c6,c5d6,c5b5,False,False,False,False,False,False
3,44,d3f5,d3f5,b5d5,False,False,True,False,False,False
3,45,d5d3,d5d3,d5d3,True,True,True,True,False,False
3,46,d2e3,d3f5,b5c5,False,False,False,False,False,False
3,47,d6c5,d6c5,d6c5,True,True,True,True,False,False
3,48,c3b5,f1d1,c3e2,False,False,False,False,False,False
3,49,c5c6,c5c6,f6e4,False,False,True,False,False,False
3,50,e4d6,e4d6,e4f6,False,False,True,False,False,False
3,51,c8b8,c8b8,c7d6,False,False,True,False,False,False
3,52,d3f5,d3f5,d3f5,True,True,True,True,False,False
3,53,c8b8,c8b8,c8d8,False,False,True,False,False,False
3,54,d2d6,d2d6,d2d6,True,True,True,True,False,False
3,55,d8e7,d8e7,b7b6,False,False,True,False,False,False
3,56,a5a7,a5a7,a5a7,True,True,True,True,False,False
3,57,f6e4,f6e4,f6d5,False,False,True,False,False,False
3,58,c3c8,c3c8,f5e4,False,False,True,False,False,False
3,59,e4c3,e4c3,e4c3,True,True,True,True,False,False
3,60,f3d4,f3d4,f5c2,False,False,True,False,False,False
3,61,d6e5,d6e5,d6e5,True,True,True,True,False,False
3,62,g1h1,g1h2,g1g2,False,False,False,False,False,False
3,63,d6e5,d6e5,d6e5,True,True,True,True,False,False
3,64,f1e1,f1e1,g2h3,False,False,True,False,False,False
3,65,e2f4,e2f4,e2f4,True,True,True,True,False,False
3,66,g2h2,g2h2,g2h2,True,True,True,True,False,False
3,67,f4h3,f4h3,f4h3,True,True,True,True,False,False
3,68,g1h2,g1h2,g1h1,False,False,True,False,False,False
3,69,e2f4,e2f4,e2f4,True,True,True,True,False,False
3,70,g2h2,g2h2,g2h2,True,True,True,True,False,False
3,71,d8e7,f4h3,f4h3,False,True,False,False,False,True
3,72,f1d1,f1d1,h3g4,False,False,True,False,False,False
3,73,f4h3,d8e7,f4h3,True,False,False,False,True,False
3,74,f1d1,f1d1,h3g4,False,False,True,False,False,False
3,75,f4h3,f4h3,f4h3,True,True,True,True,False,False
3,76,f1d1,f1d1,f1d1,True,True,True,True,False,False
3,77,f4h3,f4h3,f4h3,True,True,True,True,False,False
3,78,f2d2,f2d2,f2d2,True,True,True,True,False,False
3,79,d8c7,d8c7,d8e7,False,False,True,False,False,False
3,80,d2d7,d2d7,h3f5,False,False,True,False,False,False
3,81,e7f8,e7f8,e7f8,True,True,True,True,False,False
3,82,h3f1,h3f1,h3f1,True,True,True,True,False,False
3,83,f4h3,f4h3,f4h3,True,True,True,True,False,False
3,84,h3f1,d6b6,h3d7,False,False,False,False,False,False
3,85,f4h3,f4h3,f4h3,True,True,True,True,False,False
3,86,g3f2,g3f2,g3g2,False,False,True,False,False,False
3,87,g8h7,g8h7,f6f5,False,False,True,False,False,False
4,1,g8f6,g8f6,e7e5,False,False,True,False,False,False
4,2,c2c4,c2c4,c1f4,False,False,True,False,False,False
4,3,e7e6,e7e6,c8g4,False,False,True,False,False,False
4,4,c2c4,c2c4,f3g5,False,False,True,False,False,False
4,5,a7a5,e7e6,c8f5,False,False,False,False,False,False
4,6,e2e3,c1f4,d1a4,False,False,False,False,False,False
4,7,f6e4,f6e4,c6d4,False,False,True,False,False,False
4,8,c3c4,e2e3,d1a4,False,False,False,False,False,False
4,9,g4f6,g4f6,g4f2,False,False,True,False,False,False
4,10,h3g4,h3g4,h3g4,True,True,True,True,False,False
5,1,e7e5,e7e5,g8f6,False,False,True,False,False,False
5,2,g1f3,g1f3,d1h5,False,False,True,False,False,False
5,3,b8c6,g8f6,d8f6,False,False,False,False,False,False
5,4,f3e5,f3e5,f3e5,True,True,True,True,False,False
5,5,d7d6,d7d6,f6e4,False,False,True,False,False,False
5,6,d1e2,d1e2,f2f3,False,False,True,False,False,False
5,7,e4g5,e4g5,e4g5,True,True,True,True,False,False
5,8,d2d4,d2d4,f3h3,False,False,True,False,False,False
5,9,d8e7,d8e7,d8e7,True,True,True,True,False,False
5,10,f3f7,f3f7,f3f7,True,True,True,True,False,False
6,1,e7e5,e7e5,b7b5,False,False,True,False,False,False
6,2,e2e4,e2e4,h2h4,False,False,True,False,False,False
6,3,f8a3,f8a3,f8a3,True,True,True,True,False,False
6,4,b1a3,b1a3,b2a3,False,False,True,False,False,False
6,5,a3e7,a3e7,a3b2,False,False,True,False,False,False
6,6,b1a3,b1a3,b2a3,False,False,True,False,False,False
7,1,e7e5,c7c5,g8f6,False,False,False,False,False,False
7,2,g1f3,g1f3,d1h5,False,False,True,False,False,False
7,3,g8f6,g8f6,d7d5,False,False,True,False,False,False
7,4,g1f3,g1f3,d1h5,False,False,True,False,False,False
7,5,f8c5,g8f6,c6d4,False,False,False,False,False,False
7,6,f3d4,f3d4,f3e5,False,False,True,False,False,False
7,7,e5d4,e5d4,e5d4,True,True,True,True,False,False
7,8,e1g1,e1g1,d1f3,False,False,True,False,False,False
7,9,d8f6,d8f6,d7d5,False,False,True,False,False,False
7,10,f3h5,f3h5,h2h3,False,False,True,False,False,False
7,11,g7g6,g7g6,g7g6,True,True,True,True,False,False
7,12,h5d5,h5d5,h5d5,True,True,True,True,False,False
7,13,d8e7,d8e7,d8e7,True,True,True,True,False,False
7,14,d5d4,d5d4,e1f1,False,False,True,False,False,False
7,15,e7c5,f8g7,c7c6,False,False,False,False,False,False
7,16,d5d4,d5d4,d5d4,True,True,True,True,False,False
7,17,b7b6,b7b6,b7b6,True,True,True,True,False,False
7,18,a5d2,a5d2,a5a4,False,False,True,False,False,False
7,19,e7e5,e7e5,e7a3,False,False,True,False,False,False
7,20,b2a3,b2a3,b2a3,True,True,True,True,False,False
7,21,b6b5,b6b5,f8a3,False,False,True,False,False,False
7,22,b2a3,b2a3,b2a3,True,True,True,True,False,False
7,23,c8b7,c8b7,d7d5,False,False,True,False,False,False
7,24,c4b3,e1g1,a1b1,False,False,False,False,False,False
7,25,g8e7,c6c5,d7d5,False,False,False,False,False,False
7,26,c1f4,f1e1,g2g3,False,False,False,False,False,False
7,27,g8e7,g8e7,b7e4,False,False,True,False,False,False
7,28,f4d6,f4g3,f4c1,False,False,False,False,False,False
7,29,g8e7,g8e7,b7e4,False,False,True,False,False,False
7,30,f2f4,f2f4,f1e1,False,False,True,False,False,False
7,31,h6f7,h6f7,b7e4,False,False,True,False,False,False
7,32,d6e7,d6e7,d6e7,True,True,True,True,False,False
7,33,h6f5,h6f5,f6e5,False,False,True,False,False,False
7,34,e1e5,e1e5,g2g3,False,False,True,False,False,False
7,35,h8f8,h8f8,b7g2,False,False,True,False,False,False
7,36,e5f6,e5f6,g2g3,False,False,True,False,False,False
7,37,c8c7,c8c7,e8e1,False,False,True,False,False,False
7,38,f1e1,f1e1,f1e1,True,True,True,True,False,False
7,39,e1f1,e1f1,e1f1,True,True,True,True,False,False
7,40,g1f1,g1f1,g1f1,True,True,True,True,False,False
7,41,c8d8,c8d8,c8d8,True,True,True,True,False,False
7,42,h2h3,h2h3,g2g3,False,False,True,False,False,False
7,43,h6g4,b7f3,b7a6,False,False,False,False,False,False
7,44,a3a4,a3a4,c4b5,False,False,True,False,False,False
7,45,g5f4,g5f4,g5f4,True,True,True,True,False,False
7,46,g3f4,g3f4,g3f4,True,True,True,True,False,False
7,47,d7d5,d7d5,b7a6,False,False,True,False,False,False
7,48,f1f2,f1f2,a3a4,False,False,True,False,False,False
7,49,d6c7,d6e7,d6c6,False,False,False,False,False,False
7,50,f1f2,c4d5,c4d5,False,True,False,False,False,True
7,51,d6d5,d6d5,d6d5,True,True,True,True,False,False
7,52,f1f2,f1f2,f1g2,False,False,True,False,False,False
7,53,b6b5,c5c4,c5c4,False,True,False,False,False,True
7,54,h4h5,f2f3,h4h5,True,False,False,False,True,False
7,55,h7h5,d5e6,f5h4,False,False,False,False,False,False
7,56,f3g3,f3f2,f3g4,False,False,False,False,False,False
7,57,h4g2,h4g2,h4g2,True,True,True,True,False,False
7,58,a3a4,g4g5,f4f5,False,False,False,False,False,False
7,59,g6e5,g6e5,g6e7,False,False,True,False,False,False
7,60,g4g5,g4f4,g4f4,False,True,False,False,False,True
7,61,c5c4,c5c4,e5d3,False,False,True,False,False,False
7,62,d3c4,d3c4,f5f6,False,False,True,False,False,False
7,63,e5c4,e5c4,e5c4,True,True,True,True,False,False
7,64,a3a4,g5h6,g5f4,False,False,False,False,False,False
7,65,c4c3,c4d5,d4d3,False,False,False,False,False,False
7,66,g5h6,g5f4,f6f7,False,False,False,False,False,False
7,67,e5f7,e5f7,c3c2,False,False,True,False,False,False
7,68,f5e4,f5e4,f5e4,True,True,True,True,False,False
7,69,h7h5,b6b5,c3c2,False,False,False,False,False,False
7,70,e4d4,e4d4,e4d4,True,True,True,True,False,False
7,71,h7h5,h7h5,c2b2,False,False,True,False,False,False
7,72,a3a4,d4c4,a3a4,True,False,False,False,True,False
7,73,b2a3,b2a3,b2a3,True,True,True,True,False,False
7,74,d5c4,d5d4,d5e4,False,False,False,False,False,False
7,75,h7h5,h7h5,a3a2,False,False,True,False,False,False
7,76,c4d5,c4d5,c4d5,True,True,True,True,False,False
7,77,h5h4,h5h4,a3a2,False,False,True,False,False,False
7,78,d3e4,d3e4,d3e4,True,True,True,True,False,False
7,79,h5h4,h5h4,f7d8,False,False,True,False,False,False
7,80,e2f3,e2f3,e2f3,True,True,True,True,False,False
7,81,h5h4,h5h4,f7d6,False,False,True,False,False,False
7,82,f3f4,f3g3,f3f4,True,False,False,False,True,False
7,83,a5a4,h5h4,f7h6,False,False,False,False,False,False
7,84,g3f3,g3f4,g3h4,False,False,False,False,False,False
7,85,a4a3,a4a3,a4a3,True,True,True,True,False,False
7,86,h4g3,h4h5,h4g3,True,False,False,False,True,False
7,87,a3a2,a3a2,a3a2,True,True,True,True,False,False
7,88,h5g6,h5g6,h5g6,True,True,True,True,False,False
7,89,f7d8,f7e5,a2a1q,False,False,False,False,False,False
7,90,g6f7,g6f7,g6f7,True,True,True,True,False,False
7,91,a1e5,a1e5,b3a2,False,False,True,False,False,False
7,92,f7e6,f7e7,f7e6,True,False,False,False,True,False
7,93,a1f6,a1f1,b3a3,False,False,False,False,False,False
7,94,g6h7,g6h7,g6h5,False,False,True,False,False,False
7,95,g1f1,d5d4,g1a1,False,False,False,False,False,False
7,96,f5f4,f5f4,f6f7,False,False,True,False,False,False
7,97,g8f7,g8f7,g8g6,False,False,True,False,False,False
7,98,e5d6,e5d6,e5f5,False,False,True,False,False,False
7,99,g8f7,g8f7,g8f7,True,True,True,True,False,False
7,100,e5d6,e5d6,e5d6,True,True,True,True,False,False
7,101,f7f6,f7e8,c4b5,False,False,False,False,False,False
7,102,d6d7,d6d7,d6d7,True,True,True,True,False,False
7,103,c4c5,c4c5,b6b5,False,False,True,False,False,False
7,104,c7d7,c7d7,c7c8,False,False,True,False,False,False
7,105,c4c5,c4c5,f6d6,False,False,True,False,False,False
7,106,b7c7,b7a7,b7a6,False,False,False,False,False,False
7,107,c4c5,c4c5,f6d6,False,False,True,False,False,False
7,108,a7a6,a7a6,a7b7,False,False,True,False,False,False
7,109,f6e7,f6e7,d2d1q,False,False,True,False,False,False
7,110,b8a7,b8c7,b8c7,False,True,False,False,False,True
7,111,d1d7,f6f7,f6c6,False,False,False,False,False,False
7,112,a8b7,a8b7,a8b7,True,True,True,True,False,False
7,113,f6d8,f6d8,f6e6,False,False,True,False,False,False
7,114,b7b6,b7b6,b7b8,False,False,True,False,False,False
7,115,a1g1,a1b1,a1a4,False,False,False,False,False,False
7,116,b6a6,b6a6,b6a5,False,False,True,False,False,False
7,117,d4c5,d4f6,e7f7,False,False,False,False,False,False
7,118,c6b7,c6b7,c6b7,True,True,True,True,False,False
